ID,v1,date
773721,-1.4931300072966731,2010-01-09T22:55:21Z
773722,0.09315653033458023,2010-01-09T22:55:22Z
773723,0.18916294535786382,2010-01-09T22:55:23Z
773724,0.6339092118861748,2010-01-09T22:55:24Z
773725,-0.10733630683219968,2010-01-09T22:55:25Z
773726,1.2641363527146978,2010-01-09T22:55:26Z
773727,1.0496955553170688,2010-01-09T22:55:27Z
773728,-1.3507171821671629,2010-01-09T22:55:28Z
773729,-0.8738858574744347,2010-01-09T22:55:29Z
773730,-0.10144421948361858,2010-01-09T22:55:30Z
773731,-1.3166598591970602,2010-01-09T22:55:31Z
773732,0.17276178844348297,2010-01-09T22:55:32Z
773733,1.0242671552504246,2010-01-09T22:55:33Z
773734,-0.8914225136294683,2010-01-09T22:55:34Z
773735,1.5795436224716852,2010-01-09T22:55:35Z
773736,-2.0541801817195626,2010-01-09T22:55:36Z
773737,-0.18097297413233268,2010-01-09T22:55:37Z
773738,0.6684379369665758,2010-01-09T22:55:38Z
773739,0.11770104009869514,2010-01-09T22:55:39Z
773740,-0.43140849070698595,2010-01-09T22:55:40Z
773741,0.5015506581795559,2010-01-09T22:55:41Z
773742,0.1346168137501909,2010-01-09T22:55:42Z
773743,-0.5385831973839053,2010-01-09T22:55:43Z
773744,-1.6272552023913052,2010-01-09T22:55:44Z
773745,2.735952854684365,2010-01-09T22:55:45Z
773746,-0.16228633901370748,2010-01-09T22:55:46Z
773747,-1.5708141336125867,2010-01-09T22:55:47Z
773748,0.4458773750721987,2010-01-09T22:55:48Z
773749,-0.24174255698897246,2010-01-09T22:55:49Z
773750,-1.0033889425115545,2010-01-09T22:55:50Z
773751,0.4441327498581973,2010-01-09T22:55:51Z
773752,0.49487064997222235,2010-01-09T22:55:52Z
773753,0.7486952364695767,2010-01-09T22:55:53Z
773754,-0.14752113306186806,2010-01-09T22:55:54Z
773755,0.7858377128431303,2010-01-09T22:55:55Z
773756,-1.647145530000475,2010-01-09T22:55:56Z
773757,1.303268609661846,2010-01-09T22:55:57Z
773758,-0.5254344248370424,2010-01-09T22:55:58Z
773759,-0.20291504941888566,2010-01-09T22:55:59Z
773760,-1.0434444099555817,2010-01-09T22:56:00Z
773761,1.1053406101073702,2010-01-09T22:56:01Z
773762,0.3110068100647932,2010-01-09T22:56:02Z
773763,-1.5756249696644409,2010-01-09T22:56:03Z
773764,-1.0511047978744044,2010-01-09T22:56:04Z
773765,0.15892382323711393,2010-01-09T22:56:05Z
773766,2.782097885912084,2010-01-09T22:56:06Z
773767,0.7074945610407207,2010-01-09T22:56:07Z
773768,-0.7855238955543601,2010-01-09T22:56:08Z
773769,1.215289530360051,2010-01-09T22:56:09Z
773770,-0.06815214318479032,2010-01-09T22:56:10Z
773771,-0.5618568883082653,2010-01-09T22:56:11Z
773772,0.48990752064994975,2010-01-09T22:56:12Z
773773,-0.05260897267185946,2010-01-09T22:56:13Z
773774,1.2083883647468276,2010-01-09T22:56:14Z
773775,0.4630201754583113,2010-01-09T22:56:15Z
773776,0.986076437687563,2010-01-09T22:56:16Z
773777,0.7182767600629693,2010-01-09T22:56:17Z
773778,2.378001126426127,2010-01-09T22:56:18Z
773779,1.2032327758816566,2010-01-09T22:56:19Z
773780,-0.055082639911038754,2010-01-09T22:56:20Z
773781,0.41352213075546806,2010-01-09T22:56:21Z
773782,0.42464430959356914,2010-01-09T22:56:22Z
773783,0.3626775473141645,2010-01-09T22:56:23Z
773784,0.34362995734945057,2010-01-09T22:56:24Z
773785,0.46679446783567,2010-01-09T22:56:25Z
773786,0.6763585513215886,2010-01-09T22:56:26Z
773787,-0.5119759008498697,2010-01-09T22:56:27Z
773788,-0.7891639602520146,2010-01-09T22:56:28Z
773789,-0.43453030628280803,2010-01-09T22:56:29Z
773790,0.8409249289245937,2010-01-09T22:56:30Z
773791,0.39078033690760705,2010-01-09T22:56:31Z
773792,1.0905161100813345,2010-01-09T22:56:32Z
773793,0.2683552818685979,2010-01-09T22:56:33Z
773794,-0.8844766741921228,2010-01-09T22:56:34Z
773795,1.415788238646778,2010-01-09T22:56:35Z
773796,0.4487613789518692,2010-01-09T22:56:36Z
773797,-0.6688828593516916,2010-01-09T22:56:37Z
773798,-0.9587233076834505,2010-01-09T22:56:38Z
773799,1.1624661365578195,2010-01-09T22:56:39Z
773800,-0.005307952917424795,2010-01-09T22:56:40Z
773801,0.5606580316595602,2010-01-09T22:56:41Z
773802,0.8047052394934957,2010-01-09T22:56:42Z
773803,0.6410075435201353,2010-01-09T22:56:43Z
773804,0.1265122327638635,2010-01-09T22:56:44Z
773805,-0.22202431884380433,2010-01-09T22:56:45Z
773806,-0.6833487218940346,2010-01-09T22:56:46Z
773807,1.2515972086047777,2010-01-09T22:56:47Z
773808,0.7779862921399611,2010-01-09T22:56:48Z
