ID,v1,date
889792,0.21048125038746074,2010-01-11T07:09:52Z
889793,1.1583369159060573,2010-01-11T07:09:53Z
889794,0.007162350902319088,2010-01-11T07:09:54Z
889795,-1.0891889853937018,2010-01-11T07:09:55Z
889796,-1.536666089661197,2010-01-11T07:09:56Z
889797,0.8124413203834191,2010-01-11T07:09:57Z
889798,1.089247069522035,2010-01-11T07:09:58Z
889799,0.9383417051120554,2010-01-11T07:09:59Z
889800,0.4679954174451893,2010-01-11T07:10:00Z
889801,-0.654003928532986,2010-01-11T07:10:01Z
889802,0.17952336238629113,2010-01-11T07:10:02Z
889803,0.4408634999396748,2010-01-11T07:10:03Z
889804,-0.4036716080333074,2010-01-11T07:10:04Z
889805,1.9893917457799775,2010-01-11T07:10:05Z
889806,-0.019650367587919423,2010-01-11T07:10:06Z
889807,0.5224344834991586,2010-01-11T07:10:07Z
889808,-1.7267630095878368,2010-01-11T07:10:08Z
889809,0.40717142198208084,2010-01-11T07:10:09Z
889810,1.0891801773899261,2010-01-11T07:10:10Z
889811,0.01665182553616154,2010-01-11T07:10:11Z
889812,0.8254661798642519,2010-01-11T07:10:12Z
889813,-0.28543882803519893,2010-01-11T07:10:13Z
889814,-1.8371391302035671,2010-01-11T07:10:14Z
889815,0.1403865816347632,2010-01-11T07:10:15Z
889816,-0.9019435262941501,2010-01-11T07:10:16Z
889817,-0.9080641781097945,2010-01-11T07:10:17Z
889818,0.4283315288890106,2010-01-11T07:10:18Z
889819,-0.8932672894037214,2010-01-11T07:10:19Z
889820,-0.9107648263243018,2010-01-11T07:10:20Z
889821,-0.053909343337194125,2010-01-11T07:10:21Z
889822,1.153854540061764,2010-01-11T07:10:22Z
889823,1.7160329893580253,2010-01-11T07:10:23Z
889824,1.7925712267727634,2010-01-11T07:10:24Z
889825,-0.2345630807841997,2010-01-11T07:10:25Z
889826,-0.9940392856390802,2010-01-11T07:10:26Z
889827,0.39417750912771055,2010-01-11T07:10:27Z
889828,0.42978951682549377,2010-01-11T07:10:28Z
889829,0.016047971642494604,2010-01-11T07:10:29Z
889830,0.820672157576181,2010-01-11T07:10:30Z
889831,1.2032015369200009,2010-01-11T07:10:31Z
889832,-1.1698981848039771,2010-01-11T07:10:32Z
889833,-0.49786527208288894,2010-01-11T07:10:33Z
889834,0.6042562093085112,2010-01-11T07:10:34Z
889835,-0.6364503075739423,2010-01-11T07:10:35Z
889836,0.21122742635252792,2010-01-11T07:10:36Z
889837,-0.5284894568816377,2010-01-11T07:10:37Z
889838,0.572861445153699,2010-01-11T07:10:38Z
889839,0.7361576671194549,2010-01-11T07:10:39Z
889840,-1.5248765890679892,2010-01-11T07:10:40Z
889841,-1.630400336775356,2010-01-11T07:10:41Z
889842,-0.07275790261322403,2010-01-11T07:10:42Z
889843,-1.0192547760345432,2010-01-11T07:10:43Z
889844,-0.7202252952296817,2010-01-11T07:10:44Z
889845,0.9555488016730466,2010-01-11T07:10:45Z
889846,1.7056842406771244,2010-01-11T07:10:46Z
889847,0.16236632475841378,2010-01-11T07:10:47Z
889848,0.07783231694789561,2010-01-11T07:10:48Z
